startupName,homepage_url,category_list,total_funding,status,country_code,state_code,funding_rounds,first_funding_at,last_funding_at,homepage_url_code,time_delayFor_first_round,average_time_delay_rounds,average_raised_usd,average_time_delay_rounds_number,time_delayFor_first_round_number,statusCode,No_Of_Investors,MainCategory,USA_Region
OutboundEngine,http://www.outboundengine.com,advertising|email marketing|marketing automation|network security|social media|software|startups,17800000,operating,USA,TX,2,9/1/2012,12/11/2014,1,831 days 00:00:00.000000000,831 days 00:00:00.000000000,8900000,831,831,1,9,software,South
Outdoor Voices,http://outdoorvoices.com/,brand marketing|e-commerce|fitness,8100000,operating,USA,NY,2,4/20/2015,10/14/2015,1,177 days 00:00:00.000000000,177 days 00:00:00.000000000,4050000,177,177,1,7,healthcare,Northeast
Outlearn,http://www.outlearn.com/,edtech|software,4000000,operating,USA,MA,2,12/9/2014,10/20/2015,1,315 days 00:00:00.000000000,315 days 00:00:00.000000000,2000000,315,315,1,1,software,Northeast
Outright,http://outright.com,accounting|enterprise software,7500000,acquired,USA,CA,2,11/1/2008,11/18/2009,1,382 days 00:00:00.000000000,382 days 00:00:00.000000000,3750000,382,382,1,5,software,West
Outset Medical,http://outsetmedical.com/,medical devices,151000000,operating,USA,CA,3,5/20/2015,6/9/2015,1,20 days 00:00:00.000000000,10 days 00:00:00.000000000,50333333.33,10,20,1,6,medicalGear,West
OutSmart Power Systems,http://www.outsmartinc.com,hardware + software,10711500,operating,USA,MA,7,5/27/2009,4/15/2015,1,342 days 00:00:00.000000000,358 days 04:00:00.000000000,1785250,358,342,1,3,software,Northeast
Outspark,http://www.outspark.com,games,23300000,acquired,USA,CA,3,4/11/2007,7/14/2009,1,265 days 00:00:00.000000000,412 days 12:00:00.000000000,7766666.667,412,265,1,5,games,West
OutSystems,http://www.outsystems.com,application platforms|enterprise application|enterprise software|mobile|mobile enterprise|mobile software tools|paas|web development,6131310.884,operating,USA,GA,2,3/8/2005,6/21/2007,1,835 days 00:00:00.000000000,835 days 00:00:00.000000000,3065655.5,835,835,1,2,mobile,South
OUYA,http://www.ouya.tv,games,33600000,acquired,USA,CA,3,8/9/2012,1/29/2015,1,274 days 00:00:00.000000000,451 days 12:00:00.000000000,11200000,451,274,1,8,games,West
OvaGene Oncology,http://www.ovagene.com,biotechnology|health diagnostics|medical,2121849,operating,USA,CA,3,3/5/2012,10/20/2013,1,8 days 00:00:00.000000000,297 days 00:00:00.000000000,1060924.5,297,8,1,1,pharma,West
Ovalis,,biotechnology,8454877,operating,USA,CA,3,1/13/2007,7/1/2010,0,1265 days 00:00:00.000000000,632 days 12:00:00.000000000,2818292.333,632,1265,0,3,biotech,West
OvaScience,http://ovascience.com,biotechnology,81999920,ipo,USA,MA,4,10/11/2011,3/28/2013,1,175 days 00:00:00.000000000,178 days 00:00:00.000000000,20499980,178,175,1,5,biotech,Northeast
Overdog,http://www.overdog.com,console gaming|social games|video games,6278109,operating,USA,TN,7,5/15/2012,7/17/2015,1,17 days 00:00:00.000000000,193 days 00:00:00.000000000,896872.7143,193,17,1,9,games,South
Overland Storage,http://www.overlandstorage.com,enterprise software|technology,51143126,ipo,USA,CA,2,3/3/2010,3/29/2011,1,391 days 00:00:00.000000000,391 days 00:00:00.000000000,25571563,391,391,1,1,software,West
Rowl,http://rowl.com,mobile|social network media,12853500,operating,USA,CA,8,1/12/2012,11/18/2014,1,33 days 00:00:00.000000000,148 days 17:08:34.285714286,1606687.5,148,33,1,2,mobile,West
Overstock Drugstore,http://overstockdrugstore.com,e-commerce,2111760,closed,USA,UT,2,2/18/2009,9/14/2011,1,938 days 00:00:00.000000000,938 days 00:00:00.000000000,1055880,938,938,0,1,e-commerce,West
Overwatch,http://www.overwatchapp.com,android|apps|freetoplay gaming|hardware|iphone|mobile|online gaming|software,270000,operating,USA,AR,3,9/1/2013,11/13/2013,1,2 days 00:00:00.000000000,182 days 00:00:00.000000000,135000,182,2,1,1,mobile,South
Ovid Therapeutics,http://www.ovidrx.com/,health care,80060000,operating,USA,NY,2,3/16/2015,8/11/2015,1,148 days 00:00:00.000000000,148 days 00:00:00.000000000,40030000,148,148,1,8,healthcare,Northeast
Ovuline,http://www.ovuline.com,analytics|fertility|health care information technology|mhealth|mobile|women,5719992,operating,USA,MA,5,3/1/2011,5/22/2015,1,541 days 00:00:00.000000000,385 days 18:00:00.000000000,1906664,385,541,1,5,healthcare,Northeast
Owlet Baby Care,http://owletcare.com,big data|consumer electronics|hardware + software|medical|mobile,8850000,operating,USA,UT,2,4/22/2014,8/18/2015,1,483 days 00:00:00.000000000,483 days 00:00:00.000000000,4425000,483,483,1,11,pharma,West
Owlparrot,http://www.owlparrot.com,mobile,300000,operating,USA,CA,2,10/4/2009,2/1/2010,1,120 days 00:00:00.000000000,120 days 00:00:00.000000000,150000,120,120,0,1,mobile,West
ownCloud,http://owncloud.com,enterprise software,9620000,operating,USA,MA,3,12/23/2011,3/10/2014,1,339 days 00:00:00.000000000,404 days 00:00:00.000000000,3206666.667,404,339,1,4,software,Northeast
OwnEnergy,http://www.ownenergy.net,clean technology,28800000,acquired,USA,NY,3,10/10/2008,9/11/2012,1,224 days 00:00:00.000000000,716 days 00:00:00.000000000,14400000,716,224,1,6,technology,Northeast
OwnerListens,https://ownerlistens.com,mobile,1500000,operating,USA,CA,2,10/1/2011,5/13/2013,1,590 days 00:00:00.000000000,590 days 00:00:00.000000000,750000,590,590,0,5,mobile,West
OwnLocal,http://www.ownlocal.com,advertising|digital media|news|saas|small and medium businesses|software,6847000,operating,USA,TX,5,6/28/2010,12/3/2015,1,399 days 00:00:00.000000000,496 days 00:00:00.000000000,1369400,496,399,1,19,software,South
OxiCool,http://www.oxicool.com,clean technology,3688584,operating,USA,PA,2,6/18/2012,3/3/2014,1,623 days 00:00:00.000000000,623 days 00:00:00.000000000,1844292,623,623,1,1,technology,Northeast
Oxis International,http://oxis.com,medical devices,3974999,operating,USA,CA,3,8/5/2014,7/27/2015,1,223 days 00:00:00.000000000,178 days 00:00:00.000000000,1324999.667,178,223,1,1,medicalGear,West
Oxygen Biotherapeutics,http://www.oxybiomed.com,biotechnology,10650000,ipo,USA,NC,2,6/9/2009,7/22/2013,1,1504 days 00:00:00.000000000,1504 days 00:00:00.000000000,5325000,1504,1504,1,1,biotech,South
OyaGen,http://www.oyageninc.com,biotechnology,5922024,operating,USA,NY,4,9/17/2009,9/16/2013,1,372 days 00:00:00.000000000,486 days 16:00:00.000000000,1480506,486,372,1,2,biotech,Northeast
Oyokey,http://www.oyokey.com,internet|mobile,1110000,operating,USA,TX,2,3/1/2013,9/1/2014,1,549 days 00:00:00.000000000,549 days 00:00:00.000000000,555000,549,549,1,1,mobile,South
Ozmo Devices,http://www.ozmodevices.com,hardware + software,41289900,closed,USA,CA,6,3/30/2006,4/1/2012,1,1183 days 00:00:00.000000000,438 days 19:12:00.000000000,6881650,438,1183,0,4,software,West
P2 Energy Solutions,http://www.p2energysolutions.com,software,250000000,operating,USA,CO,2,6/17/2008,10/7/2013,1,1938 days 00:00:00.000000000,1938 days 00:00:00.000000000,250000000,1938,1938,1,2,software,West
P2 Science,http://www.p2science.com,biotechnology|chemicals|specialty chemicals,2000011,operating,USA,CT,4,11/23/2011,4/6/2014,1,480 days 00:00:00.000000000,288 days 08:00:00.000000000,500002.75,288,480,1,3,biotech,Northeast
PAAY,http://paay.co,fintech|mobile|mobile payments|payments,1099500,operating,USA,NY,3,4/22/2013,3/5/2015,1,193 days 00:00:00.000000000,341 days 00:00:00.000000000,366500,341,193,1,1,mobile,Northeast
pacgenomics,http://pacgenomics.com,biotechnology,4500000,operating,USA,CA,2,1/10/2015,1/12/2015,1,2 days 00:00:00.000000000,2 days 00:00:00.000000000,2250000,2,2,1,1,biotech,West
Pacific Biosciences,http://www.pacificbiosciences.com,biotechnology,255220000,ipo,USA,CA,5,8/31/2005,2/11/2013,1,502 days 00:00:00.000000000,680 days 06:00:00.000000000,51044000,680,502,1,15,biotech,West
Pacific Light Technologies,http://pacificlighttech.com,hardware + software,2136941,operating,USA,OR,2,5/4/2012,11/24/2014,1,934 days 00:00:00.000000000,934 days 00:00:00.000000000,1068470.5,934,934,1,1,software,West
Pacific Shore Holdings,http://pac-sh.com,e-commerce,2800097,operating,USA,CA,7,4/5/2010,9/25/2015,1,573 days 00:00:00.000000000,333 days 04:00:00.000000000,400013.8571,333,573,1,1,e-commerce,West
Packet Design,http://www.packetdesign.com,software,16797295,operating,USA,TX,5,7/21/2011,3/19/2013,1,84 days 00:00:00.000000000,151 days 18:00:00.000000000,3359459,151,84,0,3,software,South
Packetmotion,http://www.packetmotion.com,enterprise software,21170000,acquired,USA,CA,4,9/21/2006,12/2/2010,1,326 days 00:00:00.000000000,511 days 00:00:00.000000000,5292500,511,326,1,4,software,West
PacketVideo,http://www.packetvideo.com,software,105500000,acquired,USA,CA,2,7/6/2009,12/16/2013,1,1624 days 00:00:00.000000000,1624 days 00:00:00.000000000,52750000,1624,1624,1,1,software,West
PacketZoom,http://packetzoom.com,android|apps|ios|mobile|mobile software tools|optimization|saas,100000,operating,USA,CA,2,7/3/2014,4/7/2015,1,278 days 00:00:00.000000000,278 days 00:00:00.000000000,23946976.21,278,278,1,4,mobile,West
Pact Fitness,http://pactapp.com,apps|exercise|finance|fintech|fitness|health and wellness|incentives|iphone|mobile,2440000,operating,USA,CA,4,7/25/2011,12/17/2013,1,183 days 00:00:00.000000000,292 days 00:00:00.000000000,813333.3333,292,183,1,10,healthcare,West
Pact Apparel,http://wearpact.com,manufacturing,2200000,operating,USA,CA,2,6/30/2009,4/1/2014,1,1736 days 00:00:00.000000000,1736 days 00:00:00.000000000,1100000,1736,1736,1,1,manufacturing,West
PactSafe,http://pactsafe.com,legal|software,2220000,operating,USA,IN,3,7/21/2015,11/24/2015,1,113 days 00:00:00.000000000,63 days 00:00:00.000000000,740000,63,113,1,3,software,Midwest
Paddle8,http://www.paddle8.com,e-commerce,51000000,operating,USA,NY,4,2/8/2012,10/28/2015,1,484 days 00:00:00.000000000,452 days 16:00:00.000000000,12750000,452,484,1,15,e-commerce,Northeast
Padinmotion,http://padinmotion.com,biotechnology|health and wellness|healthcare services,360000,operating,USA,NY,2,1/14/2013,12/17/2013,1,337 days 00:00:00.000000000,337 days 00:00:00.000000000,360000,337,337,1,1,healthcare,Northeast
Padlock Therapeutics,http://padlocktherapeutics.com/,therapeutics,37647727,operating,USA,MA,2,4/7/2014,12/18/2014,1,255 days 00:00:00.000000000,255 days 00:00:00.000000000,18823863.5,255,255,1,2,pharma,Northeast
PaeDae,http://paedae.com,advertising|apps|gamification|incentives|mobile|mobile games|social games|social media|user experience design,13455000,operating,USA,CA,4,3/1/2012,2/27/2015,1,649 days 00:00:00.000000000,364 days 08:00:00.000000000,3363750,364,649,1,3,games,West
Page Foundry,http://www.pagefoundry.com/,software,8100000,closed,USA,IL,4,3/18/2010,7/1/2011,1,1 days 00:00:00.000000000,156 days 16:00:00.000000000,2025000,156,1,0,1,software,Midwest
Mint Bills,http://www.check.me,mobile|personal finance,47000000,acquired,USA,CA,4,1/1/2008,9/4/2013,1,709 days 00:00:00.000000000,691 days 00:00:00.000000000,11750000,691,709,1,6,mobile,West
Pager,http://pager.com/,health care|mobile|technology,24400000,operating,USA,NY,3,5/1/2014,7/13/2015,1,313 days 00:00:00.000000000,219 days 00:00:00.000000000,8133333.333,219,313,1,10,healthcare,Northeast
Pagevamp,http://www.Pagevamp.com,facebook applications|social media|software|web cms,370000,operating,USA,NY,2,6/19/2013,1/1/2014,1,196 days 00:00:00.000000000,196 days 00:00:00.000000000,185000,196,196,1,2,software,Northeast
Paired Health,http://www.pairedhealth.com,health and wellness|health care,700000,operating,USA,NC,2,4/23/2013,6/9/2014,1,412 days 00:00:00.000000000,412 days 00:00:00.000000000,350000,412,412,1,1,healthcare,South
Cinder,http://www.cindercooks.com,cooking|hardware + software,120000,operating,USA,CA,2,1/1/2014,12/1/2014,1,334 days 00:00:00.000000000,334 days 00:00:00.000000000,120000,334,334,1,2,software,West
PaletteApp,http://www.paletteapp.com,design|manufacturing|software,1575000,operating,USA,IL,3,9/30/2013,1/27/2014,1,94 days 00:00:00.000000000,59 days 12:00:00.000000000,787500,59,94,1,3,manufacturing,Midwest
Palisade Systems,http://www.palisadesystems.com,enterprise software,8175324,acquired,USA,IA,4,4/11/2005,4/19/2011,1,1634 days 00:00:00.000000000,733 days 00:00:00.000000000,2043831,733,1634,1,6,software,Midwest
Palmaz Scientific,http://www.palmazscientific.com,health care,29128000,operating,USA,CA,5,5/15/2009,10/3/2014,1,265 days 00:00:00.000000000,491 days 18:00:00.000000000,5825600,491,265,1,1,healthcare,West
Palo Alto Health Sciences,http://pahealthsciences.com,health and wellness,8240280,operating,USA,CA,4,10/2/2013,9/2/2015,1,282 days 00:00:00.000000000,233 days 08:00:00.000000000,2060070,233,282,1,2,healthcare,West
Paloma Pharmaceuticals,http://palomapharma.com,biotechnology,1700000,operating,USA,MA,2,9/2/2009,9/10/2010,1,373 days 00:00:00.000000000,373 days 00:00:00.000000000,850000,373,373,0,1,biotech,Northeast
Panaya,http://www.panaya.com,software,69000000,acquired,USA,CA,6,4/18/2006,1/8/2015,1,1210 days 00:00:00.000000000,637 days 09:36:00.000000000,11500000,637,1210,1,6,software,West
PandaDoc,http://www.pandadoc.com,contact management|digital signage|document management|estimation and quoting|saas|sales automation|software,6055000,operating,USA,CA,3,3/1/2013,7/8/2015,1,500 days 00:00:00.000000000,429 days 12:00:00.000000000,2018333.333,429,500,1,3,software,West
Pando Networks,http://pandonetworks.com,content delivery|games|peer-to-peer|video|video streaming,19119999,acquired,USA,NY,3,5/16/2006,3/12/2008,1,230 days 00:00:00.000000000,333 days 00:00:00.000000000,6373333,333,230,1,3,games,Northeast
Pandoodle Corp,http://www.pandoodle.com,advertising|media|software|technology,2174140,operating,USA,CA,7,8/12/2009,6/9/2015,1,222 days 00:00:00.000000000,354 days 12:00:00.000000000,362356.6667,354,222,1,1,software,West
Panelfly,http://panelfly.com,mobile,1210000,closed,USA,NY,2,4/14/2011,12/28/2011,1,258 days 00:00:00.000000000,258 days 00:00:00.000000000,605000,258,258,0,1,mobile,Northeast
Pangea Universal Holdings,http://www.gopangea.com,finance|software,8770048,operating,USA,IL,3,5/1/2013,3/3/2015,1,369 days 00:00:00.000000000,335 days 12:00:00.000000000,2923349.333,335,369,1,10,software,Midwest
PanGenX,http://pangenx.com,health care,4933640,operating,USA,MA,2,6/29/2012,7/17/2012,1,18 days 00:00:00.000000000,18 days 00:00:00.000000000,2466820,18,18,0,1,healthcare,Northeast
Panjiva,http://panjiva.com,analytics|data mining|logistics|manufacturing|search,5600000,operating,USA,MA,3,1/1/2006,5/18/2012,1,730 days 00:00:00.000000000,1164 days 12:00:00.000000000,2800000,1164,730,0,4,manufacturing,Northeast
Panjo,http://panjo.com,automotive|e-commerce|marketplaces|mobile|mobile commerce|payments,6472500,operating,USA,CA,5,3/3/2011,11/12/2015,1,56 days 00:00:00.000000000,428 days 18:00:00.000000000,1618125,428,56,1,9,mobile,West
Pano Logic,http://www.panologic.com,software,38000000,operating,USA,CA,3,1/30/2008,2/25/2010,1,371 days 00:00:00.000000000,378 days 12:00:00.000000000,12666666.67,378,371,0,5,software,West
PanOptica,http://panopticapharma.com,biotechnology,75000000,operating,USA,NJ,2,1/4/2011,4/15/2014,1,1197 days 00:00:00.000000000,1197 days 00:00:00.000000000,37500000,1197,1197,1,3,biotech,Northeast
Panopto,http://www.panopto.com,enterprise software|video,8063806,operating,USA,PA,3,4/12/2010,6/20/2013,1,267 days 00:00:00.000000000,582 days 12:00:00.000000000,2687935.333,582,267,1,4,software,Northeast
PanTerra Networks,http://www.panterranetworks.com,cloud computing|cloud data services|file sharing|flash storage|saas|software|storage|unifed communications,10019869,operating,USA,CA,2,4/18/2007,3/1/2010,1,1048 days 00:00:00.000000000,1048 days 00:00:00.000000000,5009934.5,1048,1048,0,1,software,West
Pantheon,https://pantheon.io,content|enterprise software|web cms|web development,32800000,operating,USA,CA,4,9/1/2010,5/15/2014,1,484 days 00:00:00.000000000,450 days 16:00:00.000000000,8200000,450,484,1,11,software,West
Panther Express,http://pantherexpress.net,audio|games|video,21750000,acquired,USA,NY,2,7/25/2006,2/27/2008,1,582 days 00:00:00.000000000,582 days 00:00:00.000000000,10875000,582,582,1,3,games,Northeast
Pantry,http://www.pantryretail.com,hardware + software|retail technology|specialty foods,2300000,operating,USA,CA,2,8/4/2014,10/6/2015,1,428 days 00:00:00.000000000,428 days 00:00:00.000000000,1150000,428,428,1,10,software,West
Panève,http://www.paneve.com,software,6733247,operating,USA,MA,3,8/21/2009,2/24/2011,1,338 days 00:00:00.000000000,276 days 00:00:00.000000000,2244415.667,276,338,0,1,software,Northeast
PanXchange,http://panxchange.com,financial services|software|trading,150000,operating,USA,CO,2,10/31/2011,11/17/2011,1,17 days 00:00:00.000000000,17 days 00:00:00.000000000,150000,17,17,0,1,software,West
Panzura,http://www.panzura.com,software|storage,58000000,operating,USA,CA,4,9/28/2008,6/6/2013,1,800 days 00:00:00.000000000,570 days 16:00:00.000000000,14500000,570,800,0,6,software,West
Paper Battery Company,http://www.paperbatteryco.com,manufacturing,3972414,operating,USA,NY,2,2/24/2014,6/5/2014,1,101 days 00:00:00.000000000,101 days 00:00:00.000000000,1986207,101,101,1,1,manufacturing,Northeast
PaperKarma,http://www.paperkarma.com,apps|email|mobile,8000000,acquired,USA,WA,2,3/20/2012,6/28/2013,1,465 days 00:00:00.000000000,465 days 00:00:00.000000000,8000000,465,465,1,4,mobile,West
Paperless Transaction Management,,software,978113,operating,USA,MD,2,7/8/2009,3/30/2014,0,1726 days 00:00:00.000000000,1726 days 00:00:00.000000000,489056.5,1726,1726,1,1,software,South
Paperspace,http://www.paperspace.io,business services|consumers|enterprise software|small and medium businesses,4650000,operating,USA,NY,4,1/6/2015,4/20/2015,1,14 days 00:00:00.000000000,34 days 16:00:00.000000000,1550000,34,14,1,6,software,Northeast
Par8o,http://www.par8o.com,fitness|health and wellness|health care,13500000,operating,USA,MA,4,6/4/2012,10/8/2015,1,486 days 00:00:00.000000000,407 days 00:00:00.000000000,6750000,407,486,1,4,healthcare,Northeast
Parabase Genomics,http://www.parabasegenomics.com,health and wellness|health diagnostics,2970000,operating,USA,MA,2,7/20/2012,11/4/2014,1,837 days 00:00:00.000000000,837 days 00:00:00.000000000,1485000,837,837,1,2,healthcare,Northeast
Parachute Home,http://www.parachutehome.com/,e-commerce|home decor|interior design|retail,10000184,operating,USA,CA,3,3/21/2014,6/3/2015,1,431 days 00:00:00.000000000,219 days 12:00:00.000000000,3333394.667,219,431,1,8,e-commerce,West
